region,cs,freq,ml,el,wc,tweet,author,lat,lon,Cebu,34.75%,2148, Dumaguete,7.67%,474, Davao,27.64%,1709, CDO,29.94%,1851,6182
v,,,,,7, Tae ka kape! Di nako muusab! Argghh, derpinalee26,7.161878,125.576353,,,,,,,,,,,,,
c,,,,,7, singer na pala si maja? \ud83d\ude02, sweethyacinth,10.488185,123.71224,,,,,,,,,,,,,
v,,,,,7, Not a Family nor a Friend. #lugarlangsayellowbox, anyacruise,7.072694,125.609828,,,,,,,,,,,,,
o,,,,,7, @DeniseloveBebe waley pa bukas na tindahan eh, adiksayoSARAHG,8.483867,124.632842,,,,,,,,,,,,,
o,,,,,7, @jocolatecakes @lovemikagab ngayo kug jocolate cakes beh, yammyHIHI,8.459465,124.64341,,,,,,,,,,,,,
c,,,,,7, Lapu lapu shrine http:\/\/t.co\/ySiJU81Wkt, ellalacson_,10.310932,124.015452,,,,,,,,,,,,,
c,,,,,7, #nw how to train your dragon 2, connefate,10.310054,123.883749,,,,,,,,,,,,,
v,,,,,7, Karun pa nihina ang net purya gaba!, aaarnica,7.081565,125.601145,,,,,,,,,,,,,
v,,,,,7, Kidrock - Only God Knows Why \ud83d\ude2a, reenUghh,7.148809,125.43999,,,,,,,,,,,,,
v,,,,,7, @@julscarorocan asa naman? Scared? \ud83d\ude01 hahaha, jaredbestgee,7.087975,125.61494,,,,,,,,,,,,,
o,,,,,7, @shleymarieanna @BlancheAcero mag friends mo duha ha :) :), Jaaarvi,8.446569,124.644971,,,,,,,,,,,,,
c,,,,,7, Mura pamag akong ma feel ang cramps, KintaroMiyagi4,10.284773,123.96674,,,,,,,,,,,,,
c,,,,,7, @chakanashanley @ltsYourFoodPorn Ang fries akong pasabot ha!, ItsLoraineIra,10.301332,123.95124,,,,,,,,,,,,,
o,,,,,7, @paupaduganan Scary but sweet  Sweetie. \ud83d\ude36, joanrizelle,8.492615,124.594081,,,,,,,,,,,,,
c,,,,,7, @katrinaew Aw sge gooo! Di ka magmahay, ItsLoraineIra,10.301332,123.951241,,,,,,,,,,,,,
v,,,,,7, Nag problema jd si bah ba hahaha, tinehime,7.079009,125.599327,,,,,,,,,,,,,
v,,,,,7, @YapLyen ambot lg study nalang tanan hahaha, micolecolina,7.089574,125.611226,,,,,,,,,,,,,
c,,,,,7, @wiiz03 hahahaha okay rna nice man pd :), heyitspham,10.330326,123.939331,,,,,,,,,,,,,
c,,,,,7, Happy birthday @instagragram \u263a\ufe0f\ud83c\udf89   , GIERminativum,10.307692,123.89588,,,,,,,,,,,,,
v,,,,,7, Dem niggas ain't the real shit, jaredbestgee,7.087984,125.614962,,,,,,,,,,,,,
c,,,,,7, @IcansaveU HAHAHA! Pigilan mo sarili mo xD, thewalkingcandy,10.33087,123.948711,,,,,,,,,,,,,
d,,,,,7, @Geeyaatol TUMAHIMIK KA AKO PABORITO NIYANG ANAAAAAAK, nicepantaleta,9.328426,123.299546,,,,,,,,,,,,,
v,,,,,7, di jud nko feel ang course baaaaaaa, AjLopezII,7.14846,125.612634,,,,,,,,,,,,,
o,,,,,7," ""Aaaahhh cant waaiitt to see Danny girl!!"" "," ""jazlyka",8.251559,124.269546,,,,,,,,,,,,,
c,,,,,7, Mah vans ko oi  baha nasad ni., iSayGoForIt,10.385886,123.916097,,,,,,,,,,,,,
c,,,,,7, Yep! So married! @MingNa @clarkgregg #AgentsofSHIELD #TeamPhilinda, yeyshey,10.303718,123.897095,,,,,,,,,,,,,
c,,,,,7, 4 hours of sleep. Okay na din., imjoisapadilla,10.320566,123.899156,,,,,,,,,,,,,
v,,,,,7, @memonskie bukas na di pa tapos hahahah, chiopeach,7.101377,125.604,,,,,,,,,,,,,
o,,,,,7, Hindi lang hi... i miss u pa!, ErlynLibunao,8.443624,124.642172,,,,,,,,,,,,,
d,,,,,7, Finally \ud83d\ude2d http:\/\/t.co\/pToGGHt9PP, yturraldenin,9.314309,123.305623,,,,,,,,,,,,,
d,,,,,7, I have died everyday waiting for you, _ninaubag,9.312882,123.301883,,,,,,,,,,,,,
d,,,,,7, @_SIDRIK wow! mangayu ko ug copy ana, CabebeKristine,9.135581,123.221374,,,,,,,,,,,,,
o,,,,,7, @roystewartvalle we're like oil and water., BlueReese,8.624949,124.453587,,,,,,,,,,,,,
c,,,,,7," \""@MatamaanKa: Bakit ba kasi nag aassume ka?\""", itsangelynn,10.312475,123.958747,,,,,,,,,,,,,
c,,,,,7, Samokan na mom http:\/\/t.co\/mtpFwFhWPn, jensenafrans,10.385757,123.916294,,,,,,,,,,,,,
v,,,,,7," ""@Lizzzyrrific \ud83d\udc8b http:\/\/t.co\/iw6UkxnDuO""  "," ""sittynursheena",7.081636,125.610693,,,,,,,,,,,,,
v,,,,,7, Last day of gym tomorrow #Expired #1Month, sanderdiaz,7.07937,125.608071,,,,,,,,,,,,,
c,,,,,7, @DanelleElisha dili man gd kana boang u, kathlynnmae,10.397516,123.921392,,,,,,,,,,,,,
c,,,,,7, good morning calories! http:\/\/t.co\/HiNwgcpJKn, Ilouvraine,10.340135,123.915978,,,,,,,,,,,,,
o,,,,,7, For the things you do. \ud83d\udc95   , kyayagurl,8.819396,125.097723,,,,,,,,,,,,,
o,,,,,7," ""When coffee feels like cocaine \ud83d\ude33""      "," ""mustbejamie",8.451256,124.618794,,,,,,,,,,,,,
o,,,,,7, Try lang  neon brown  what's next? :), Jhurielle,8.471327,124.689738,,,,,,,,,,,,,
d,,,,,7, @kriemheldonline Oo! HAHA. Nanawag to sha gabie, DeannieMarice,9.310514,123.307053,,,,,,,,,,,,,
o,,,,,7," \""@WagPapansin: Highschool: YOLO!\n\nCollege: YOKO NA!\""", Iway_YMCMB,8.508871,124.601953,,,,,,,,,,,,,
c,,,,,7, Alas 9 nalang wa ghaoin kabangon amfota, joweeleyeah_,10.305365,123.875015,,,,,,,,,,,,,
c,,,,,7, @keuroko gaga dont ask finals na hhuhu, cookiemarielle,10.320601,123.933861,,,,,,,,,,,,,
c,,,,,7, You can't deceive my sharp eyes., itsJayBrylle,10.315916,123.890107,,,,,,,,,,,,,
c,,,,,7," ""omg spo2 flormata ka imal oy #ggv"" "," ""MoiiZamora",10.37549,123.95362,,,,,,,,,,,,,
d,,,,,7, Tanan na lang jud? Nya hala sige, gerabytes,9.317064,123.308256,,,,,,,,,,,,,
v,,,,,7, I seriously love your smile so much., eigramatchupszx,7.076856,125.616566,,,,,,,,,,,,,
c,,,,,7, BELATED happt teachers day to all teachers, mariannedefens1,10.271604,123.949751,,,,,,,,,,,,,
v,,,,,7, Good thing I have 4 crazy bros, srbrtnl,7.073322,125.522706,,,,,,,,,,,,,
c,,,,,7, Kanusa kaha sila mag remake sa It, jhnxcs,10.324562,123.890335,,,,,,,,,,,,,
d,,,,,7, Steal my girl. \ud83c\udfa7\ud83c\udfb6, _LouellaJean,9.51611,123.162573,,,,,,,,,,,,,
v,,,,,7, @theamariefctr okay okay. count me in. hahahaha, sassychummy,7.072342,125.61279,,,,,,,,,,,,,
o,,,,,7, Daaaaaamn \ud83d\ude0d http:\/\/t.co\/cT6dh3fvf7, carolinesneri,8.467202,124.648734,,,,,,,,,,,,,
d,,,,,7, Sus ko pilay pag report sa office, KyleMhylene,9.318234,123.299874,,,,,,,,,,,,,
v,,,,,7, Can't sleep \ud83d\ude1e\ud83d\ude23, supervannesa,7.071249,125.525178,,,,,,,,,,,,,
o,,,,,7, kapaspas sa net sa CON \ud83d\ude09, imlovelyclaire,8.241059,124.243425,,,,,,,,,,,,,
c,,,,,7, 1 minute is long enough \ud83d\ude12, sweethyacinth,10.488184,123.71224,,,,,,,,,,,,,
o,,,,,7, \ud83d\ude1d happy motmot vicerylle &lt;3, caliegan14,8.48427,124.64667,,,,,,,,,,,,,
v,,,,,7," \""@Sexualgif: omg yes http:\/\/t.co\/jPYIzdOAvc\""", jashiiyn,7.308653,125.68189,,,,,,,,,,,,,
v,,,,,7, @dendelfierro wla pa jud ko nka start, MichaelPaoloS,7.068142,125.617365,,,,,,,,,,,,,
v,,,,,7, @kheeyt143 hi! Okay na ako haha ikw?, aaarnica,7.071157,125.601928,,,,,,,,,,,,,
c,,,,,7, Baby's \u2665 http:\/\/t.co\/U3shIRmhLI, Thereselalala,10.370916,123.957044,,,,,,,,,,,,,
v,,,,,7, #MasHAPPYKapag nagtext si Crush kahit GM lng., Arthwok,7.066954,125.613012,,,,,,,,,,,,,
o,,,,,7, Ngano kelangan picturan ang samad?! \ud83d\ude21, IkkinOnFire,8.443281,124.630329,,,,,,,,,,,,,
v,,,,,7, ugh wa nman ni ayo oy bv, eeyjhunnacano,7.039271,125.496102,,,,,,,,,,,,,
c,,,,,7, Off to work #casino #baccarat#blackjack21 #chips   , itsmejoenahz,10.283055,123.997132,,,,,,,,,,,,,
o,,,,,7, Oh you know I love you. \u2665   , kyayagurl,8.819396,125.097723,,,,,,,,,,,,,
o,,,,,7, Win  by all means necessary \ud83d\ude0e, heeyessjay13,8.463292,124.706172,,,,,,,,,,,,,
v,,,,,7," ""Cupcakes by Sonja! http:\/\/t.co\/bJWgGCgKS8""  "," ""sanderdiaz",7.103925,125.620896,,,,,,,,,,,,,
o,,,,,7," ""Wala ko'y Plano magsleep. Lingawa koooooo"" "," ""camelaaaaaa",8.488858,124.737154,,,,,,,,,,,,,
v,,,,,7," @thescript Can you greet me a \""Hi!\"" ?", celleestrucked,7.124026,125.649042,,,,,,,,,,,,,
c,,,,,7, @kehrahl why oh why?? Librehon ko nimo??   , iankennethi,10.35468,123.912676,,,,,,,,,,,,,
o,,,,,7, @elinmayarias di uso tulog sa amin. Hahahaha, adiksayoSARAHG,8.480258,124.631585,,,,,,,,,,,,,
c,,,,,7, @alang_tuiink \ud83d\ude48\ud83d\ude49\ud83d\ude4a, tellayiz,10.274046,123.975893,,,,,,,,,,,,,
v,,,,,7, grabe maning mga bayhana sig kaon haha, DanicaCanuto,7.074382,125.603594,,,,,,,,,,,,,
o,,,,,7," ""Lady Antebellum songs for this morning \u263a""      "," ""shashaaaaai",8.506152,124.753809,,,,,,,,,,,,,
v,,,,,7, @AlistairChavez huyy nitaba lage imung face hahaha, itsmecuhlaire,7.305772,125.680225,,,,,,,,,,,,,
c,,,,,7, Thinking bout downloading snapchat again \ud83d\ude0b, omglyra,10.264805,123.824452,,,,,,,,,,,,,
o,,,,,7, @NiallOfficial WE WILL WIN IT FOR YOU, tiiiyaaan,8.509076,124.752276,,,,,,,,,,,,,
c,,,,,7, @ChristineLoveCD @eternitheaaa group chat sa bayberrr lol, kishahahaha_,10.308753,123.905414,,,,,,,,,,,,,
c,,,,,7, Messing with me isnt a good idea, pammangubat,10.330869,123.899489,,,,,,,,,,,,,
v,,,,,7, @guibz11 @marcantonyaco tanggala na hacker to oh, chrstnjoseph,7.077326,125.615586,,,,,,,,,,,,,
o,,,,,7, Mupay sakit ako pus.on \ud83d\ude2d, behappyfaith,8.524856,124.570188,,,,,,,,,,,,,
o,,,,,7, JaneOineza in DubaiDAY2\n#JaneOinezaTravelDiary\n\n(*, itsmedenahembra,8.652538,124.756081,,,,,,,,,,,,,
v,,,,,7, Hayss baby! I miss you na anak. -.-, ZastineAbonales,7.092484,125.618081,,,,,,,,,,,,,
v,,,,,7, Alangan naman maging good ang break up., RiyisKathey,7.042983,125.574039,,,,,,,,,,,,,
v,,,,,7, haha goodnight call \ud83d\ude18\ud83d\udc95, omgitsyohanna,7.068812,125.613067,,,,,,,,,,,,,
o,,,,,7, Taasa diay kaayo namo ug convo oys, hazelfaelnar07,8.474251,124.657296,,,,,,,,,,,,,
v,,,,,7," ""@carlodavin paasa ka lagi dav ay. :(( -mary""  "," ""amkintanar",7.086449,125.616566,,,,,,,,,,,,,
v,,,,,7," \""@funnyortruth: http:\/\/t.co\/Ieh8ATT4Re\"" pretty much", JRxRobale,7.062559,125.575433,,,,,,,,,,,,,
v,,,,,7, @nicolechinnn by fatty does that mean earl??, JRxRobale,7.062615,125.575384,,,,,,,,,,,,,
o,,,,,7," ""Oh na na what's my name?"" "," ""hazelfaelnar07",8.474249,124.657292,,,,,,,,,,,,,
d,,,,,7," \""@FunnyPinoyQuote: THIS! #TuwingLINGGO http:\/\/t.co\/fVNMVN6YXh\""", clairerosillo07,9.31321,123.275858,,,,,,,,,,,,,
c,,,,,7, You're everything that I see \ue12d, AngeloOuanos,10.324318,123.903917,,,,,,,,,,,,,
o,,,,,7, Murag dugay2 nko way gawas sa balay., angelashekinah,8.492289,124.612782,,,,,,,,,,,,,
o,,,,,7, Dugay kaayo naka hatag sa sukli dat, SugJASEtion,8.459483,124.617898,,,,,,,,,,,,,
o,,,,,7, Monday sched nsd &lt;\/3 hate it, CaumbanJoan,8.46516,124.646422,,,,,,,,,,,,,
o,,,,,7, Kuryente pls bumalik ka naaaa hu hu, Heselnuts,8.490259,124.600772,,,,,,,,,,,,,
c,,,,,7, Ahhh \ud83d\ude2d http:\/\/t.co\/RCWCs2Rnqu, nasilmae,10.306537,123.896074,,,,,,,,,,,,,
o,,,,,7, come on feelings show me ur energy, melovedbyHIM,8.241131,124.247329,,,,,,,,,,,,,
o,,,,,7, Pwede nko mulaag. Haha \u261d\ud83d\ude01, angelashekinah,8.494854,124.614718,,,,,,,,,,,,,
o,,,,,7, hey there friend http:\/\/t.co\/a3FAADPw2K, yammyHIHI,8.459465,124.64341,,,,,,,,,,,,,
d,,,,,7, Kalami pagbalik skwela case pres dayon yeah, reginebenedicte,9.515006,123.159513,,,,,,,,,,,,,
v,,,,,7, Kung akoy sayo at ikay akin lamang, jda_0301,7.093935,125.637966,,,,,,,,,,,,,
o,,,,,7, gi lock pagyud nimo ang door hahaha, DyanJenica,8.473551,124.67442,,,,,,,,,,,,,
o,,,,,7, Nagkatuloga kos banyo ganina bay chuyy haha, clairysadicony,8.508992,124.765888,,,,,,,,,,,,,
c,,,,,7, @MirandaSings sup miranda u're the bae, claricearianne_,10.24535,123.843559,,,,,,,,,,,,,
v,,,,,7, Chuya ani oy http:\/\/t.co\/QfIG0w5avj, AloysaYouStopIt,7.096784,125.617807,,,,,,,,,,,,,
v,,,,,7, Ge patya nlng  kos kaigang\ud83d\ude2d, eeyjhunnacano,7.039271,125.496102,,,,,,,,,,,,,
c,,,,,7, Okay. Head and Neck practical! \ud83d\ude2d, nasilmae,10.306839,123.896191,,,,,,,,,,,,,
v,,,,,7, Just like barkada \ud83d\ude09\ud83d\udc6a, IyaaVillania,7.32242,125.693575,,,,,,,,,,,,,
o,,,,,7," ""Ayay naa na ang among Class Shirt!!!""      "," ""HungJiden",8.474056,124.71551,,,,,,,,,,,,,
c,,,,,7, Now listening: Steal my girl \ud83d\ude0d, xoxoShawnenxoxo,10.261181,123.845054,,,,,,,,,,,,,
v,,,,,7, Hala hala hala nahiya na ang balong!!!, carlooocamarao,7.112525,125.642917,,,,,,,,,,,,,
v,,,,,7, Mabuti pa ang cr  marunong pa magcomfort, jaredbestgee,7.087982,125.614928,,,,,,,,,,,,,
v,,,,,7, @KCBGanda wala eh sa 5 pa haha, emmawatson_xoxo,7.101585,125.511442,,,,,,,,,,,,,
v,,,,,7, @polkamoca Are we even still friends? Hahahs, AwesomeFreddy,7.076248,125.617328,,,,,,,,,,,,,
v,,,,,7, bat di natin totohanin? anong problema? hahahaha, DanicaCanuto,7.081019,125.611225,,,,,,,,,,,,,
v,,,,,7, @MFiniteh @Memehkyle @Danielle4Tan @chrencego GAGO KA MIAKA, angelaaatiu,7.102091,125.585985,,,,,,,,,,,,,
v,,,,,7, Calcium supplements for height growth... pls werk., PercivalGlen,7.077591,125.602104,,,,,,,,,,,,,
o,,,,,7, Pasalamat ka naa pakoi respeto nimo dai, kikayigat,8.471469,124.648601,,,,,,,,,,,,,
v,,,,,7, @cy_llen apil diay ka? Sorry ha? Hahaha, jeremyramiterre,7.072401,125.612871,,,,,,,,,,,,,
c,,,,,7, @simplyxkaren anong hndi? Author ka kayaaaaa lol, kishahahaha_,10.308753,123.905414,,,,,,,,,,,,,
c,,,,,7, @DanelleElisha nkoy pasuya nmo hahahahahaha ***\u25cb\u2665, kathlynnmae,10.397527,123.921394,,,,,,,,,,,,,
o,,,,,7, Conjuring \u2764\ufe0f tulo na sla tanan, chexilog,8.481397,124.630833,,,,,,,,,,,,,
c,,,,,7, @ChristineLoveCD baka ma umbudsman ka jan lol, kishahahaha_,10.308753,123.905414,,,,,,,,,,,,,
v,,,,,7, Miles  bakit daw ganyan ang mukha mo?, carlooocamarao,7.112525,125.642917,,,,,,,,,,,,,
v,,,,,7, @LilBerriesYow unsa naman pud ng injoker? Hahaja, jaredbestgee,7.087974,125.615001,,,,,,,,,,,,,
o,,,,,7, Hmmmmm here you go again \ud83d\ude0f, jazlyka,8.251526,124.269508,,,,,,,,,,,,,
o,,,,,7, Dli gyud ko mskwela nxt sem. Hahahaha, katethinthuan,8.496701,124.615028,,,,,,,,,,,,,
c,,,,,7, @AngeloOuanos thank you \ud83d\ude02\ud83d\ude01, JustinKateh,10.318129,123.906451,,,,,,,,,,,,,
v,,,,,7, can't sleep http:\/\/t.co\/yVuTj0PgWz, MsBreii,7.076125,125.617406,,,,,,,,,,,,,
o,,,,,7, @KpBrit hahaha hoy nag bayad naka? Hahaha, shaniacahiles,8.471571,124.689289,,,,,,,,,,,,,
v,,,,,7," \""@athenatherese: Ditching school bc Ilavet so much\""", dymphbaaco,7.077935,125.622943,,,,,,,,,,,,,
c,,,,,7, @jejerje @itsMAWInotMAOY Char lagee mo frets hahahaha, berley_jane,10.292712,123.887991,,,,,,,,,,,,,
o,,,,,7, @elinmayarias ayy... kaloka. Bakit umuwi ka agad?, adiksayoSARAHG,8.480258,124.631585,,,,,,,,,,,,,
c,,,,,7, Fudge! I lost my other phone ahuhuhu, jannadiocampo,10.26497,123.820601,,,,,,,,,,,,,
c,,,,,7, \ud83d\ude12\u2764 http:\/\/t.co\/drsxv0kfeC, IamLanceAbella,10.332031,123.880019,,,,,,,,,,,,,
v,,,,,7, @LilBerriesYow mao ng uso sa India? Hahaa, jaredbestgee,7.087976,125.614915,,,,,,,,,,,,,
d,,,,,7, This is\u2026 http:\/\/t.co\/QzJ3rGT01D, PrinkOy,9.316414,123.302815,,,,,,,,,,,,,
o,,,,,7, ayg buot kay naa koy mama. zzzz, IamSophiaRuiz,8.460495,124.617893,,,,,,,,,,,,,
o,,,,,7, @detroit411 are you going there for work?, zeniikki,8.482377,124.636404,,,,,,,,,,,,,
v,,,,,7, @KCBGanda mga ilang oras nalang siguro hahaha, emmawatson_xoxo,7.101586,125.511442,,,,,,,,,,,,,
c,,,,,7, @SarahGFaney Mg Goodluck lang yan sayo hahaha, gianrahmona,10.321158,123.990953,,,,,,,,,,,,,
v,,,,,7, Nakauli najud ko ug Obrero \ud83d\ude01, jaredbestgee,7.087973,125.614962,,,,,,,,,,,,,
c,,,,,7, wtf nakatog ko nya wa pakoy tuon, kamellepzbs,10.31458,123.885872,,,,,,,,,,,,,
o,,,,,7, @DeniseloveBebe delikado pa lumabas ngayong oras eh..., adiksayoSARAHG,8.480258,124.631585,,,,,,,,,,,,,
v,,,,,7," My stupid life motto \""di ako sure\""", farhanajane,7.087236,125.490285,,,,,,,,,,,,,
o,,,,,7, Lami pa kei matog balik \ud83d\ude0f, ohsnapitzapril1,8.425879,124.604004,,,,,,,,,,,,,
v,,,,,7, @AnjeyaDomingo iisa ang bituka natin. may wifi!, innasalanga,7.063813,125.596636,,,,,,,,,,,,,
c,,,,,7, Get well soon lazy potato hehehehe @Jamaecanmecrazy, kweni_b,10.317242,123.893413,,,,,,,,,,,,,
c,,,,,7, @kehrahl sa SM? Hahaha muadto sad ka??   , iankennethi,10.354704,123.912592,,,,,,,,,,,,,
c,,,,,7, If I lose myself tonight.... Aw wa!, reinaelissandra,10.374238,123.915917,,,,,,,,,,,,,
v,,,,,7, @Ozarttt Ay humana nkasulod naku \ud83d\ude01, Trishanesz,7.331037,125.693205,,,,,,,,,,,,,
c,,,,,7, @ChinnyChanChans okay okay fine huhu hahahahaha mwa, DANEEEEHH,10.308145,123.902211,,,,,,,,,,,,,
o,,,,,7, 11:11 pagkaon kay gigutom gyud ko, thejulioramos,8.473946,124.680321,,,,,,,,,,,,,
o,,,,,7, Kanus-a ko muanha sa inyoooo @aaaprilbutaslac, Heselnuts,8.487446,124.599654,,,,,,,,,,,,,
o,,,,,7, This is how we do\/\/Katy Perry, GrachelleMende,8.438426,124.622546,,,,,,,,,,,,,
v,,,,,7, @tjtecson @ariantantannn @iamsuperdemai hahaha tesda na taaa, hazelota,7.089596,125.500509,,,,,,,,,,,,,
o,,,,,8," ""Sunod2 ang sched skong exam bai. \ud83d\ude2d"," ""Joowanne",8.496533,124.615065,,,,,,,,,,,,,
v,,,,,8," ""Feeling runner kaayo ko sa akong gibuhat haha""  "," ""KurtMurica",7.064228,125.58897,,,,,,,,,,,,,
o,,,,,8," ""\@karlitooocadiz: cramming at its finest again\ \ud83d\udc4c"," ""angelashekinah",8.495169,124.611279,,,,,,,,,,,,,
o,,,,,8," ""maybe napay mas nako nga maka palipay nimo"," ""mithyaaat",8.825323,125.103734,,,,,,,,,,,,,
v,,,,,8," ""Sus labad balik na klase bukas \ud83d\udd2b""  "," ""framillejayno",7.08012,125.611478,,,,,,,,,,,,,
v,,,,,8," ""@myladygiger_a hahaha surething sissy ;) anything for ya ^___^""  "," ""OMGVenice23",7.085865,125.578468,,,,,,,,,,,,,
o,,,,,8, \u201c@RenzCabunoc: Way all star chess diha?\u201d, ohsnapitzapril1,8.425879,124.604004,,,,,,,,,,,,,
v,,,,,8, LET'S DO THIS http:\/\/t.co\/JecTHSVK7A, LiteEmittngSmyl,7.185142,125.650746,,,,,,,,,,,,,
c,,,,,8, Study buddy\ud83d\ude01 http:\/\/t.co\/YQSV8SYUue, wellatwentytwo,10.331051,123.905738,,,,,,,,,,,,,
c,,,,,8, Seriously  that is one big ring! #AgentsofSHIELD #TeamPhilinda, yeyshey,10.303718,123.897095,,,,,,,,,,,,,
c,,,,,8, Patay tanan oy nndot kayg tingog.  \u2661\u2665, kathlynnmae,10.397516,123.921393,,,,,,,,,,,,,
v,,,,,8, @itsmrchamp13 @NikkoHiso @edskieeeee 1 bot habang ga swim, jptorreda,7.070858,125.618808,,,,,,,,,,,,,
o,,,,,8," ""Aaaahhh cant waaiitt to see the Danny girl!!"" "," ""jazlyka",8.251561,124.269547,,,,,,,,,,,,,
v,,,,,8, @sassyvice singer kaya to chos hahah. luhh same, VKmylabss,7.087144,125.611906,,,,,,,,,,,,,
o,,,,,8, @KAYCpykreme hahahahaha unsai maoyan? ikaw raman na HAHA, yammyHIHI,8.459465,124.64341,,,,,,,,,,,,,
v,,,,,8, Travel the world Fel  and love every step. :), Ofelyuhh,7.108269,125.635875,,,,,,,,,,,,,
d,,,,,8, Feeling better now. Yehey! \ud83d\ude4c\ud83d\udc4d, christineeyap,9.297711,123.299225,,,,,,,,,,,,,
o,,,,,8, love me today don't leave me tomorrow., sexiiclaire,8.474552,124.646652,,,,,,,,,,,,,
c,,,,,8, \USAHAY\ \ud83d\ude18\ud83d\ude0d\u2764 #BCWMHFesTacioWedding #BCWMH39DaysOfHappyEverAfter   , TeensisforJODI,10.313161,123.959124,,,,,,,,,,,,,
o,,,,,8, @Nashgrier hey Nash. Follow me :* iloveyouuu \ud83d\ude18, behappyfaith,8.524856,124.570188,,,,,,,,,,,,,
c,,,,,8," \""@notesofeelings: When boys bring you around their family.\""", jobhelaxxi,10.303543,123.899865,,,,,,,,,,,,,
o,,,,,8," ""@heynahlumamba @thepeachyedchii prepare na dira"" "" review pata HAHA""     "," ""YangEsmade",8.437552,124.620363,,,,,,,,,,,,,
o,,,,,8, @FlyingSwags @dalevillano okay ra na dale \ud83d\ude0c, RobbyxCarpio,8.487436,124.629874,,,,,,,,,,,,,
v,,,,,8, Bukton bish \ud83d\udcaa http:\/\/t.co\/BlNLQ81Vva, dankendandyn,7.080765,125.613541,,,,,,,,,,,,,
v,,,,,8, Big girls cry when their hearts are breaking, redmaserati11,7.04591,125.540406,,,,,,,,,,,,,
c,,,,,8, @banggybuena Me is broke oi. Soon. Very soon., ileannardbocs,10.353356,123.915156,,,,,,,,,,,,,
c,,,,,8, @ChristineLoveCD berriii goodd hhaahha \ud83d\ude02\ud83d\ude02, kishahahaha_,10.308754,123.905458,,,,,,,,,,,,,
o,,,,,8," ""Salamat sa tawag :-)  \n\nGood Morning sa Lahat.""      "," ""ladie_mae",8.47998,124.660698,,,,,,,,,,,,,
o,,,,,8, @elinmayarias bakit NCR pa rin yang location mo? @.@, adiksayoSARAHG,8.474574,124.619088,,,,,,,,,,,,,
v,,,,,8, @aaannaaaa @janeeniiin seE y0u p0wsxz. inG@Txs ! #iKHawLaHngSapHatNahh, bojoytotheworld,7.072597,125.613322,,,,,,,,,,,,,
o,,,,,8, @elinmayarias pagtawanan daw ba ako? Kaloka ka. Haha, adiksayoSARAHG,8.474378,124.63032,,,,,,,,,,,,,
v,,,,,8," ""Gcrave ko chilly cheese bowl but... \ud83d\ude2d""  "," ""cgcjumilla",7.065181,125.610816,,,,,,,,,,,,,
v,,,,,8," ""@iamAnnahBanana hahaha mangita nalg mig lalake na ipacosplay""  "," ""amaaaZen",7.114302,125.637926,,,,,,,,,,,,,
o,,,,,8, 2pm gyud?! Steeee ngano wla mo nagsaba hahahahahaha, hazelfaelnar07,8.474251,124.657296,,,,,,,,,,,,,
v,,,,,8," \""@iRealMacklemore: I'd rather be alone than disrespected.\""", arAhshiitah26,7.054224,125.590217,,,,,,,,,,,,,
o,,,,,8, Atlest I'm the opposite I guess. \u263a, charyleo143,8.238326,124.243935,,,,,,,,,,,,,
o,,,,,8, We both know that we can't stay, katethinthuan,8.496701,124.615028,,,,,,,,,,,,,
o,,,,,8, @martinaolala @superironwoman @chloeeeeeuy @gingerjemi @Munchiii21 @samanthapabua iligan hihi, sunflowerrrr_,8.316364,124.787947,,,,,,,,,,,,,
v,,,,,8, @abbyyrubi @nicolediez kay di siya maka singa HAHAHAHAH, chiopeach,7.101545,125.60415,,,,,,,,,,,,,
d,,,,,8, It's hard to be away from you., _ninaubag,9.312884,123.301916,,,,,,,,,,,,,
c,,,,,8, @annecurtissmith Thanks for visiting Cebu lovess\ud83d\ude18, Shannen0226,10.312847,123.880157,,,,,,,,,,,,,
c,,,,,8, Find another one 'cos he belongs to me, kathlynnmae,10.397533,123.921389,,,,,,,,,,,,,
c,,,,,8, Or di mo lang talaga ako feel? Azar, itsangelynn,10.312473,123.958749,,,,,,,,,,,,,
v,,,,,8, @ikamooo ang picture ti hahaha facebook na yan, iamsittichan,7.036589,125.513327,,,,,,,,,,,,,
c,,,,,8, Mayta naay stock sa sm branch or ayala, F_ckitsRED,10.324358,123.884147,,,,,,,,,,,,,
v,,,,,8, @julscarorocan bring it \ud83d\ude1c hahaha \ud83d\udc45, jaredbestgee,7.087979,125.614971,,,,,,,,,,,,,
c,,,,,8, She's not alone and never will be., iSayGoForIt,10.385886,123.916097,,,,,,,,,,,,,
o,,,,,8, @MARIANdefensor ha? Na unsa diay ka mar? Hahahaha, TrixieThing,8.47606,124.643435,,,,,,,,,,,,,
o,,,,,8," \""Enjoyed your video. Thanks for sharing. Xoxo\"" haha!", TheStanAnderson,8.506799,124.757011,,,,,,,,,,,,,
c,,,,,8, \u201c@medschooladvice: Learning: 10% intelligence  90% repetition\u201d, chaarbaakii,10.299525,123.863583,,,,,,,,,,,,,
v,,,,,8, Gargling warm salt water. Wa juy lami. Eehhh, alphaAdds,7.070848,125.604889,,,,,,,,,,,,,
c,,,,,8," \""@TheseDamnQuote: I have this http:\/\/t.co\/coZRY9ljxJ\""", sheskateeeee,10.314252,123.91007,,,,,,,,,,,,,
